call_id,timestamp,duration,agent,queue,team,department,team_leader,customer_number
GEN-28B108F8,2026-01-06 17:01:15,225,agent.043,VIP Line,Tech L1,Technical Service,leader.techl1,+905553262435
GEN-0C5BE262,2026-01-02 11:27:04,220,agent.003,VIP Line,Inbound A,Customer Support,leader.inbounda,+905556508183
GEN-7B492986,2026-01-01 14:18:27,208,agent.015,General Support,Retention,Sales,leader.retention,+905558009492
GEN-CB1175AF,2026-01-17 08:55:04,177,agent.021,General Support,Tech L1,Technical Service,leader.techl1,+905552660859
GEN-7861B27E,2026-01-16 12:19:58,0,,VIP Line,,,,+905553312044
GEN-E2600AEF,2026-01-03 11:30:21,128,agent.032,VIP Line,Tech L2,Technical Service,leader.techl2,+905558401947
GEN-1C158165,2026-01-12 14:52:01,184,agent.044,Sales Line,Inbound A,Customer Support,leader.inbounda,+905556673274
GEN-1D1445AF,2026-01-04 16:10:55,187,agent.025,General Support,Tech L2,Technical Service,leader.techl2,+905554677972
GEN-8ECC5323,2025-12-25 04:41:24,274,agent.033,Tech Support,VIP Support,Customer Support,leader.vipsupport,+905555796109
GEN-67C74388,2026-01-12 17:43:56,115,agent.047,General Support,Inbound B,Customer Support,leader.inboundb,+905557351788
GEN-109276A5,2026-01-15 11:20:38,198,agent.010,General Support,Tech L1,Technical Service,leader.techl1,+905551430318
GEN-C0688222,2025-12-18 18:52:39,84,agent.017,General Support,Tech L1,Technical Service,leader.techl1,+905551133014
GEN-4C99CE2C,2026-01-03 17:12:34,165,agent.025,Tech Support,Tech L2,Technical Service,leader.techl2,+905556938789
GEN-7AB22A65,2025-12-19 15:17:48,194,agent.035,General Support,Tech L2,Technical Service,leader.techl2,+905555523065
GEN-02DEF449,2025-12-28 11:24:25,184,agent.046,Tech Support,Tech L1,Technical Service,leader.techl1,+905556246723
GEN-FBC5A67B,2026-01-15 18:36:53,218,agent.048,VIP Line,Outbound Sales,Sales,leader.outboundsales,+905559230272
GEN-F3381880,2025-12-28 07:42:27,160,agent.037,General Support,Outbound Sales,Sales,leader.outboundsales,+905557423247
GEN-BB8957CD,2025-12-23 13:37:52,158,agent.015,VIP Line,Retention,Sales,leader.retention,+905554420572
GEN-67993B61,2025-12-27 05:41:09,222,agent.041,Tech Support,Retention,Sales,leader.retention,+905557527239
GEN-FB58B825,2025-12-19 20:03:01,136,agent.047,General Support,Inbound B,Customer Support,leader.inboundb,+905551471534
GEN-38D43F5A,2025-12-24 12:51:43,126,agent.016,VIP Line,Retention,Sales,leader.retention,+905558743077
GEN-97B8CFC9,2025-12-22 14:05:40,137,agent.004,Tech Support,Retention,Sales,leader.retention,+905555097368
GEN-19AB518B,2025-12-23 14:20:26,217,agent.047,Sales Line,Inbound B,Customer Support,leader.inboundb,+905555716802
GEN-B683B302,2025-12-20 11:55:04,160,agent.019,VIP Line,Tech L1,Technical Service,leader.techl1,+905558886293
GEN-CF0253A2,2025-12-23 13:19:21,112,agent.011,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905557328024
GEN-D2865A0C,2025-12-18 13:31:19,213,agent.002,General Support,Inbound A,Customer Support,leader.inbounda,+905556923692
GEN-73E8D956,2025-12-20 15:36:38,269,agent.028,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905552472796
GEN-E8AF3F9A,2026-01-08 18:02:57,159,agent.034,Tech Support,VIP Support,Customer Support,leader.vipsupport,+905557663774
GEN-08329A33,2026-01-10 15:06:54,213,agent.045,General Support,Inbound B,Customer Support,leader.inboundb,+905554197164
GEN-C06CC41D,2026-01-08 15:54:57,218,agent.042,VIP Line,Inbound B,Customer Support,leader.inboundb,+905557508267
GEN-8FE80ED2,2025-12-30 07:28:18,0,,VIP Line,,,,+905554851399
GEN-69D7E07A,2025-12-27 16:59:53,194,agent.020,VIP Line,Tech L1,Technical Service,leader.techl1,+905559917180
GEN-51390B87,2025-12-29 14:20:57,86,agent.030,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905552106956
GEN-E4D0BC89,2025-12-21 20:11:24,232,agent.039,VIP Line,Tech L1,Technical Service,leader.techl1,+905557558767
GEN-82603702,2025-12-28 10:14:09,229,agent.019,General Support,Tech L1,Technical Service,leader.techl1,+905553803103
GEN-F02619BE,2025-12-30 23:00:47,208,agent.016,Tech Support,Retention,Sales,leader.retention,+905554823897
GEN-EEFF206C,2026-01-07 10:32:46,287,agent.021,Sales Line,Tech L1,Technical Service,leader.techl1,+905558375976
GEN-3F1955A0,2026-01-08 12:04:22,141,agent.041,General Support,Retention,Sales,leader.retention,+905555132362
GEN-CFA864D7,2026-01-10 10:28:15,174,agent.015,Tech Support,Retention,Sales,leader.retention,+905555767626
GEN-60DB946F,2026-01-13 07:03:16,197,agent.012,Tech Support,Tech L2,Technical Service,leader.techl2,+905552100465
GEN-170143DF,2025-12-19 12:32:57,212,agent.029,VIP Line,Tech L1,Technical Service,leader.techl1,+905551813398
GEN-E88940F8,2025-12-22 13:52:02,0,,Sales Line,,,,+905557645462
GEN-EFA0BFAC,2025-12-23 16:57:42,63,agent.010,Tech Support,Tech L1,Technical Service,leader.techl1,+905554689225
GEN-FABAD3D2,2025-12-19 14:57:37,0,,VIP Line,,,,+905554659461
GEN-9304AAEB,2026-01-10 14:52:24,100,agent.001,Sales Line,Inbound B,Customer Support,leader.inboundb,+905557187625
GEN-E685210F,2026-01-06 13:19:10,283,agent.018,General Support,Tech L2,Technical Service,leader.techl2,+905558968829
GEN-71D14A3E,2025-12-18 12:02:34,0,,VIP Line,,,,+905556050129
GEN-A34E96D5,2025-12-23 16:08:26,206,agent.019,Sales Line,Tech L1,Technical Service,leader.techl1,+905556363825
GEN-0C52C96A,2025-12-29 15:41:11,224,agent.010,Tech Support,Tech L1,Technical Service,leader.techl1,+905551394712
GEN-87DC2E37,2026-01-09 07:50:01,304,agent.030,General Support,VIP Support,Customer Support,leader.vipsupport,+905552630938
GEN-32047F20,2026-01-11 21:37:05,137,agent.028,VIP Line,Outbound Sales,Sales,leader.outboundsales,+905551394712
GEN-9DF8D57C,2025-12-30 10:41:55,250,agent.037,General Support,Outbound Sales,Sales,leader.outboundsales,+905553864884
GEN-AD0660B7,2025-12-18 16:26:06,202,agent.001,Sales Line,Inbound B,Customer Support,leader.inboundb,+905555433711
GEN-FD540B23,2026-01-04 17:52:52,249,agent.034,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905552073160
GEN-0028943F,2026-01-15 07:10:00,0,,VIP Line,,,,+905556203975
GEN-0F8A508B,2025-12-20 14:40:21,109,agent.033,VIP Line,VIP Support,Customer Support,leader.vipsupport,+905551915248
GEN-B15A77CD,2025-12-28 13:59:24,201,agent.004,Sales Line,Retention,Sales,leader.retention,+905555116656
GEN-DBD0B51C,2025-12-24 16:57:34,252,agent.019,VIP Line,Tech L1,Technical Service,leader.techl1,+905558075240
GEN-95B425FA,2026-01-03 13:48:40,200,agent.047,Tech Support,Inbound B,Customer Support,leader.inboundb,+905556724114
GEN-99BCAC05,2025-12-23 06:04:32,0,,Tech Support,,,,+905554149014
GEN-3A43D20F,2025-12-30 14:28:21,158,agent.016,Tech Support,Retention,Sales,leader.retention,+905551129617
GEN-7E719EE8,2025-12-26 20:44:58,256,agent.007,Tech Support,Tech L1,Technical Service,leader.techl1,+905559654630
GEN-1D073422,2025-12-22 17:03:44,0,,General Support,,,,+905558061427
GEN-D9D49F63,2026-01-03 12:35:52,237,agent.019,VIP Line,Tech L1,Technical Service,leader.techl1,+905554166921
GEN-CBC0AD88,2025-12-25 09:09:42,220,agent.005,General Support,Outbound Sales,Sales,leader.outboundsales,+905552000305
GEN-97246A1C,2025-12-30 16:13:42,164,agent.044,Sales Line,Inbound A,Customer Support,leader.inbounda,+905553986016
GEN-3F61FABD,2025-12-26 12:02:56,174,agent.020,General Support,Tech L1,Technical Service,leader.techl1,+905551686153
GEN-13B2CAA1,2026-01-08 21:37:50,177,agent.033,General Support,VIP Support,Customer Support,leader.vipsupport,+905558408624
GEN-C28661FC,2026-01-05 18:23:49,275,agent.004,Tech Support,Retention,Sales,leader.retention,+905558767300
GEN-E2A97F3D,2025-12-18 13:48:26,176,agent.026,General Support,Tech L1,Technical Service,leader.techl1,+905555699233
GEN-7CBE8453,2025-12-29 12:21:25,0,,Tech Support,,,,+905555271565
GEN-9D987B0B,2025-12-26 17:36:57,183,agent.019,Tech Support,Tech L1,Technical Service,leader.techl1,+905559667463
GEN-5AE8453D,2025-12-30 17:55:08,0,,General Support,,,,+905555834212
GEN-2A44E2CB,2025-12-25 19:53:38,158,agent.024,General Support,Outbound Sales,Sales,leader.outboundsales,+905553305177
GEN-AE778FD5,2026-01-10 20:17:27,146,agent.049,Tech Support,Inbound B,Customer Support,leader.inboundb,+905556066672
GEN-45B66010,2026-01-13 15:16:56,87,agent.046,General Support,Tech L1,Technical Service,leader.techl1,+905554110953
GEN-72A26616,2026-01-01 08:47:19,147,agent.010,Tech Support,Tech L1,Technical Service,leader.techl1,+905558104998
GEN-3AE8D5B1,2025-12-18 09:29:46,210,agent.011,VIP Line,VIP Support,Customer Support,leader.vipsupport,+905555676654
GEN-10269D10,2025-12-28 16:16:55,0,,Tech Support,,,,+905555460011
GEN-08E38F79,2026-01-09 15:29:14,49,agent.046,VIP Line,Tech L1,Technical Service,leader.techl1,+905555828467
GEN-E14DD0AF,2026-01-10 18:05:58,159,agent.047,Sales Line,Inbound B,Customer Support,leader.inboundb,+905557128650
GEN-8135D773,2025-12-23 15:51:00,149,agent.024,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905553409403
GEN-0B201A6A,2026-01-05 12:10:13,0,,Tech Support,,,,+905558944891
GEN-259C22CE,2026-01-15 11:40:12,289,agent.006,Tech Support,Retention,Sales,leader.retention,+905557338138
GEN-5D0E2787,2025-12-21 10:11:35,116,agent.006,VIP Line,Retention,Sales,leader.retention,+905553850571
GEN-735B5565,2025-12-26 13:56:43,160,agent.017,General Support,Tech L1,Technical Service,leader.techl1,+905553680201
GEN-E40E7433,2026-01-03 13:03:22,104,agent.043,Tech Support,Tech L1,Technical Service,leader.techl1,+905553355839
GEN-37C4CD51,2026-01-05 15:21:19,165,agent.043,VIP Line,Tech L1,Technical Service,leader.techl1,+905557018636
GEN-F15DA9FE,2025-12-22 17:38:47,188,agent.019,Sales Line,Tech L1,Technical Service,leader.techl1,+905551713119
GEN-919F70F4,2026-01-01 23:09:39,203,agent.048,VIP Line,Outbound Sales,Sales,leader.outboundsales,+905551958301
GEN-A4C6F1B7,2025-12-22 15:36:10,122,agent.039,General Support,Tech L1,Technical Service,leader.techl1,+905553635766
GEN-A7148120,2026-01-10 14:49:55,89,agent.005,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905558405958
GEN-95E9C267,2025-12-19 13:26:17,207,agent.023,General Support,Inbound A,Customer Support,leader.inbounda,+905554084005
GEN-9C2367C0,2026-01-13 04:25:29,216,agent.006,General Support,Retention,Sales,leader.retention,+905559053129
GEN-7B3DDF39,2026-01-08 14:51:50,0,,Tech Support,,,,+905552229405
GEN-351F0EBA,2026-01-11 11:22:42,258,agent.044,VIP Line,Inbound A,Customer Support,leader.inbounda,+905557099725
GEN-C31638DF,2025-12-22 22:52:52,320,agent.013,Sales Line,Tech L1,Technical Service,leader.techl1,+905554769198
GEN-BF3498A6,2026-01-05 10:39:34,0,,General Support,,,,+905555714165
GEN-EDAC0A06,2025-12-26 16:34:17,147,agent.037,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905559587820
GEN-4A6B66B9,2026-01-08 11:43:04,175,agent.034,Tech Support,VIP Support,Customer Support,leader.vipsupport,+905558065733
GEN-5265D846,2026-01-16 15:18:50,148,agent.016,VIP Line,Retention,Sales,leader.retention,+905555675830
GEN-95B1E6D4,2026-01-07 08:40:35,247,agent.016,Tech Support,Retention,Sales,leader.retention,+905557099725
GEN-CDEA6CE9,2026-01-05 10:58:20,257,agent.009,General Support,Inbound A,Customer Support,leader.inbounda,+905553382492
GEN-EC2AB67E,2026-01-12 19:23:02,163,agent.036,Sales Line,Inbound B,Customer Support,leader.inboundb,+905558725748
GEN-F7AA1BD7,2025-12-18 08:01:40,270,agent.010,VIP Line,Tech L1,Technical Service,leader.techl1,+905556600610
GEN-1E695B14,2026-01-01 12:48:49,189,agent.004,Sales Line,Retention,Sales,leader.retention,+905555186774
GEN-987EB616,2026-01-08 14:48:33,153,agent.018,General Support,Tech L2,Technical Service,leader.techl2,+905555886114
GEN-96597C95,2026-01-04 21:14:29,175,agent.028,VIP Line,Outbound Sales,Sales,leader.outboundsales,+905551687653
GEN-A6E8EDD8,2026-01-16 19:06:45,167,agent.015,General Support,Retention,Sales,leader.retention,+905556759841
GEN-594F7C97,2025-12-23 07:01:41,192,agent.003,Sales Line,Inbound A,Customer Support,leader.inbounda,+905556579135
GEN-733EC547,2025-12-29 06:01:17,152,agent.017,Sales Line,Tech L1,Technical Service,leader.techl1,+905554599876
GEN-DAAE1986,2026-01-10 19:22:38,92,agent.046,VIP Line,Tech L1,Technical Service,leader.techl1,+905556094856
GEN-D22C772B,2025-12-18 13:33:14,171,agent.025,General Support,Tech L2,Technical Service,leader.techl2,+905554430357
GEN-4BA9F194,2026-01-11 14:07:16,157,agent.036,VIP Line,Inbound B,Customer Support,leader.inboundb,+905559152122
GEN-B428CDA0,2026-01-14 12:18:15,12,agent.015,Sales Line,Retention,Sales,leader.retention,+905553712362
GEN-1675939A,2026-01-15 14:10:01,0,,Sales Line,,,,+905556708979
GEN-B81934CB,2025-12-19 13:08:17,186,agent.019,Sales Line,Tech L1,Technical Service,leader.techl1,+905559894212
GEN-D7C5114E,2026-01-11 12:09:43,220,agent.005,VIP Line,Outbound Sales,Sales,leader.outboundsales,+905557672302
GEN-8D040271,2025-12-27 13:49:07,56,agent.004,Tech Support,Retention,Sales,leader.retention,+905552630938
GEN-EE614691,2026-01-14 19:12:13,181,agent.050,General Support,Outbound Sales,Sales,leader.outboundsales,+905557308980
GEN-F75B300F,2025-12-30 14:58:47,212,agent.014,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905557276114
GEN-A03658BF,2026-01-05 15:27:46,122,agent.024,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905558357137
GEN-DB354091,2025-12-26 13:13:53,143,agent.038,VIP Line,Tech L2,Technical Service,leader.techl2,+905555778787
GEN-34710352,2026-01-15 11:23:32,0,,Sales Line,,,,+905555836428
GEN-C3E1F703,2026-01-10 12:58:44,57,agent.028,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905552596536
GEN-D8D03453,2026-01-16 11:19:11,62,agent.026,Tech Support,Tech L1,Technical Service,leader.techl1,+905555510424
GEN-5EF4D522,2026-01-17 12:01:14,200,agent.024,VIP Line,Outbound Sales,Sales,leader.outboundsales,+905556143925
GEN-F988A4B6,2026-01-04 16:11:18,221,agent.044,Sales Line,Inbound A,Customer Support,leader.inbounda,+905552748570
GEN-869AAF7E,2025-12-26 11:31:53,212,agent.030,Tech Support,VIP Support,Customer Support,leader.vipsupport,+905556122446
GEN-3DB535C0,2026-01-14 15:14:39,85,agent.041,Sales Line,Retention,Sales,leader.retention,+905559607400
GEN-23036AE8,2026-01-04 17:00:24,167,agent.013,Sales Line,Tech L1,Technical Service,leader.techl1,+905556115248
GEN-44B14749,2026-01-09 17:43:58,177,agent.022,Sales Line,Tech L1,Technical Service,leader.techl1,+905557577490
GEN-F340062E,2026-01-06 12:21:15,0,,VIP Line,,,,+905557650653
GEN-348DEFF8,2026-01-08 12:14:11,168,agent.004,Sales Line,Retention,Sales,leader.retention,+905559723842
GEN-189FDF57,2025-12-20 09:55:21,0,,Sales Line,,,,+905553365389
GEN-6F6C4130,2025-12-20 17:11:48,0,,Tech Support,,,,+905559626133
GEN-0DED0183,2026-01-01 17:59:04,154,agent.001,VIP Line,Inbound B,Customer Support,leader.inboundb,+905558610648
GEN-02C57035,2026-01-12 23:00:07,224,agent.009,Sales Line,Inbound A,Customer Support,leader.inbounda,+905554091067
GEN-62AF0D3C,2026-01-04 15:25:13,199,agent.017,Sales Line,Tech L1,Technical Service,leader.techl1,+905557236862
GEN-7745B7F3,2026-01-11 13:23:16,275,agent.043,Tech Support,Tech L1,Technical Service,leader.techl1,+905556231405
GEN-614E1258,2025-12-30 15:39:53,136,agent.050,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905552020623
GEN-2FC1C1B2,2026-01-03 10:33:29,146,agent.008,Tech Support,Inbound A,Customer Support,leader.inbounda,+905554900202
GEN-DD2604A6,2026-01-06 16:14:32,190,agent.011,VIP Line,VIP Support,Customer Support,leader.vipsupport,+905554808628
GEN-D5A71B45,2025-12-23 18:58:05,223,agent.010,VIP Line,Tech L1,Technical Service,leader.techl1,+905556296711
GEN-AF66CF41,2025-12-19 11:34:10,200,agent.039,Sales Line,Tech L1,Technical Service,leader.techl1,+905552114890
GEN-55126897,2025-12-23 21:17:48,159,agent.009,Sales Line,Inbound A,Customer Support,leader.inbounda,+905555983519
GEN-6C00CE5A,2026-01-07 16:24:27,256,agent.049,General Support,Inbound B,Customer Support,leader.inboundb,+905554356323
GEN-5EC692D7,2026-01-16 14:22:59,257,agent.029,Sales Line,Tech L1,Technical Service,leader.techl1,+905558498371
GEN-8C2A584E,2025-12-29 17:01:58,103,agent.020,Tech Support,Tech L1,Technical Service,leader.techl1,+905555866960
GEN-6B28E29B,2025-12-29 14:31:17,216,agent.038,Tech Support,Tech L2,Technical Service,leader.techl2,+905557245062
GEN-951516B9,2026-01-03 13:51:32,134,agent.038,Sales Line,Tech L2,Technical Service,leader.techl2,+905554221556
GEN-875ADD02,2026-01-03 11:47:23,183,agent.029,General Support,Tech L1,Technical Service,leader.techl1,+905556980826
GEN-2827D3BD,2026-01-14 11:09:38,227,agent.008,VIP Line,Inbound A,Customer Support,leader.inbounda,+905553753581
GEN-B396B4FA,2025-12-19 17:23:27,149,agent.003,Tech Support,Inbound A,Customer Support,leader.inbounda,+905552918428
GEN-5A1024EC,2026-01-04 09:00:21,140,agent.025,VIP Line,Tech L2,Technical Service,leader.techl2,+905553104320
GEN-B6D85ED1,2026-01-03 10:23:42,112,agent.018,VIP Line,Tech L2,Technical Service,leader.techl2,+905559232019
GEN-4C773E7F,2025-12-18 12:48:11,228,agent.038,Sales Line,Tech L2,Technical Service,leader.techl2,+905556393778
GEN-21445305,2025-12-30 14:28:31,239,agent.010,General Support,Tech L1,Technical Service,leader.techl1,+905552052485
GEN-F2361681,2025-12-28 19:42:54,193,agent.044,VIP Line,Inbound A,Customer Support,leader.inbounda,+905551166007
GEN-BD9E826F,2025-12-19 18:01:04,0,,Tech Support,,,,+905555535870
GEN-51D15232,2025-12-29 13:46:04,290,agent.010,Sales Line,Tech L1,Technical Service,leader.techl1,+905554495779
GEN-353F1BB5,2026-01-08 13:48:43,0,,General Support,,,,+905558067158
GEN-083799F6,2026-01-14 14:42:26,227,agent.048,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905553348865
GEN-81D1AD44,2026-01-16 14:08:33,257,agent.012,Tech Support,Tech L2,Technical Service,leader.techl2,+905557138527
GEN-089C5881,2026-01-11 16:38:33,170,agent.027,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905557843031
GEN-770B1D06,2025-12-20 15:47:25,124,agent.020,Sales Line,Tech L1,Technical Service,leader.techl1,+905555913731
GEN-B304B2B1,2025-12-28 16:22:06,169,agent.025,Sales Line,Tech L2,Technical Service,leader.techl2,+905557099725
GEN-0879B868,2026-01-15 17:58:36,175,agent.022,Sales Line,Tech L1,Technical Service,leader.techl1,+905556678931
GEN-0F53E42A,2026-01-07 11:41:25,234,agent.001,Tech Support,Inbound B,Customer Support,leader.inboundb,+905557637329
GEN-9284624A,2025-12-29 12:49:20,258,agent.030,General Support,VIP Support,Customer Support,leader.vipsupport,+905556767394
GEN-E0C3AF1A,2026-01-12 23:05:09,111,agent.048,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905553887071
GEN-837F2D0B,2026-01-09 14:24:01,0,,VIP Line,,,,+905556677578
GEN-CB4FE80F,2026-01-03 15:01:00,191,agent.009,Sales Line,Inbound A,Customer Support,leader.inbounda,+905556024772
GEN-AC29FC8D,2026-01-03 07:32:11,358,agent.029,Tech Support,Tech L1,Technical Service,leader.techl1,+905555599840
GEN-CD58C9C5,2026-01-08 14:54:13,232,agent.010,Tech Support,Tech L1,Technical Service,leader.techl1,+905553083394
GEN-164C46FE,2025-12-26 12:07:11,167,agent.039,Sales Line,Tech L1,Technical Service,leader.techl1,+905553109760
GEN-8FBCC101,2025-12-22 10:15:15,165,agent.024,VIP Line,Outbound Sales,Sales,leader.outboundsales,+905552484191
GEN-69E0F926,2025-12-24 12:37:12,195,agent.050,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905557085839
GEN-0FF06C88,2026-01-05 11:48:45,230,agent.018,General Support,Tech L2,Technical Service,leader.techl2,+905559937984
GEN-01D93ED5,2026-01-16 16:25:49,190,agent.017,Tech Support,Tech L1,Technical Service,leader.techl1,+905555396070
GEN-079143CE,2026-01-13 16:03:45,196,agent.021,General Support,Tech L1,Technical Service,leader.techl1,+905559387694
GEN-A8AA64AB,2026-01-07 09:19:36,281,agent.027,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905551776095
GEN-D17A9E81,2026-01-03 18:22:59,127,agent.022,General Support,Tech L1,Technical Service,leader.techl1,+905559114018
GEN-CF5F2211,2026-01-03 12:28:11,129,agent.050,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905552114997
GEN-F7715938,2025-12-27 10:46:51,263,agent.036,Sales Line,Inbound B,Customer Support,leader.inboundb,+905559723907
GEN-4F371D38,2026-01-10 16:34:10,191,agent.021,VIP Line,Tech L1,Technical Service,leader.techl1,+905556640394
GEN-4887489B,2026-01-07 16:38:04,271,agent.029,General Support,Tech L1,Technical Service,leader.techl1,+905558239380
GEN-6EA3D8C8,2026-01-04 14:40:15,117,agent.036,Tech Support,Inbound B,Customer Support,leader.inboundb,+905554590463
GEN-106FB755,2026-01-11 16:37:40,74,agent.008,Tech Support,Inbound A,Customer Support,leader.inbounda,+905557076416
GEN-FEB1A329,2026-01-13 10:28:05,183,agent.002,Tech Support,Inbound A,Customer Support,leader.inbounda,+905555330142
GEN-3C43ADCF,2026-01-04 11:48:38,190,agent.045,General Support,Inbound B,Customer Support,leader.inboundb,+905556178321
GEN-26F142C3,2025-12-31 17:09:43,0,,General Support,,,,+905552243380
GEN-13736C10,2026-01-02 13:30:49,181,agent.011,Tech Support,VIP Support,Customer Support,leader.vipsupport,+905559974518
GEN-5CE89485,2025-12-31 12:18:23,173,agent.014,VIP Line,Outbound Sales,Sales,leader.outboundsales,+905554977705
GEN-6DE9AA82,2025-12-19 22:30:42,147,agent.032,Sales Line,Tech L2,Technical Service,leader.techl2,+905556199006
GEN-23F5508B,2025-12-28 09:47:15,86,agent.047,Sales Line,Inbound B,Customer Support,leader.inboundb,+905557663774
GEN-7AAF2025,2025-12-27 14:32:07,0,,Tech Support,,,,+905553633194
GEN-8C405185,2026-01-11 11:40:18,194,agent.038,General Support,Tech L2,Technical Service,leader.techl2,+905557789272
GEN-047DEBAC,2026-01-01 15:16:25,108,agent.010,Sales Line,Tech L1,Technical Service,leader.techl1,+905555710995
GEN-FAE580C2,2025-12-22 07:30:25,154,agent.046,VIP Line,Tech L1,Technical Service,leader.techl1,+905553525026
GEN-30414276,2025-12-21 17:59:50,114,agent.013,Tech Support,Tech L1,Technical Service,leader.techl1,+905553673880
GEN-A58663FB,2025-12-23 16:32:45,131,agent.049,Sales Line,Inbound B,Customer Support,leader.inboundb,+905551423879
GEN-04A0A2BF,2026-01-14 12:52:42,162,agent.049,General Support,Inbound B,Customer Support,leader.inboundb,+905552546826
GEN-4782B2DB,2025-12-28 12:07:09,0,,VIP Line,,,,+905558443475
GEN-9E0D402A,2026-01-11 12:44:28,236,agent.003,General Support,Inbound A,Customer Support,leader.inbounda,+905556914473
GEN-8594B791,2025-12-29 15:11:06,227,agent.013,VIP Line,Tech L1,Technical Service,leader.techl1,+905558456553
GEN-2885D526,2025-12-18 14:56:21,187,agent.011,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905557795011
GEN-6FCF8083,2026-01-01 16:51:26,233,agent.022,Tech Support,Tech L1,Technical Service,leader.techl1,+905558655735
GEN-1B6001CA,2025-12-19 10:51:25,200,agent.044,Tech Support,Inbound A,Customer Support,leader.inbounda,+905555003093
GEN-11996A08,2025-12-25 13:58:50,143,agent.038,VIP Line,Tech L2,Technical Service,leader.techl2,+905555433711
GEN-D8E3BB99,2026-01-02 16:55:36,156,agent.029,Tech Support,Tech L1,Technical Service,leader.techl1,+905551359800
GEN-B1D6E009,2026-01-10 16:53:16,217,agent.003,General Support,Inbound A,Customer Support,leader.inbounda,+905557503998
GEN-1924CCE5,2026-01-07 14:48:42,195,agent.016,Tech Support,Retention,Sales,leader.retention,+905551254629
GEN-0C10E5B9,2025-12-18 13:24:44,102,agent.024,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905559221420
GEN-E2C7E905,2026-01-15 13:14:11,147,agent.030,Tech Support,VIP Support,Customer Support,leader.vipsupport,+905552180974
GEN-EDD349AD,2026-01-07 16:51:28,126,agent.005,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905552940362
GEN-701E4C18,2025-12-30 13:25:05,232,agent.016,VIP Line,Retention,Sales,leader.retention,+905559784575
GEN-D397C409,2025-12-24 13:18:45,244,agent.035,General Support,Tech L2,Technical Service,leader.techl2,+905555730195
GEN-A4F9FB3E,2026-01-11 16:27:25,221,agent.041,VIP Line,Retention,Sales,leader.retention,+905555886114
GEN-057EFB33,2026-01-01 14:40:35,218,agent.039,Sales Line,Tech L1,Technical Service,leader.techl1,+905558066880
GEN-BA976D67,2025-12-24 12:08:56,171,agent.005,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905559723842
GEN-7903FD41,2026-01-16 19:55:25,205,agent.001,General Support,Inbound B,Customer Support,leader.inboundb,+905558432639
GEN-99CC200A,2026-01-17 14:39:21,256,agent.002,Sales Line,Inbound A,Customer Support,leader.inbounda,+905558899774
GEN-6B5B5E88,2026-01-02 12:47:20,191,agent.050,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905553517841
GEN-DC1D3D1F,2025-12-23 14:22:21,145,agent.031,Sales Line,Retention,Sales,leader.retention,+905555427926
GEN-8251F6C8,2025-12-28 15:21:39,240,agent.024,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905554345950
GEN-FF68E24D,2026-01-03 13:50:45,262,agent.007,VIP Line,Tech L1,Technical Service,leader.techl1,+905556607715
GEN-1C460533,2026-01-01 07:04:13,193,agent.026,VIP Line,Tech L1,Technical Service,leader.techl1,+905557326697
GEN-16799A30,2025-12-31 13:52:50,188,agent.029,Sales Line,Tech L1,Technical Service,leader.techl1,+905551767433
GEN-DA70B844,2025-12-28 13:36:18,279,agent.010,General Support,Tech L1,Technical Service,leader.techl1,+905555671971
GEN-8015F06F,2026-01-13 19:21:21,260,agent.025,Tech Support,Tech L2,Technical Service,leader.techl2,+905557031496
GEN-FBFD89B6,2026-01-14 11:50:43,153,agent.006,Tech Support,Retention,Sales,leader.retention,+905557382436
GEN-F6C808CB,2025-12-24 13:46:46,125,agent.038,VIP Line,Tech L2,Technical Service,leader.techl2,+905556018959
GEN-C8E4D854,2025-12-25 17:54:11,166,agent.038,VIP Line,Tech L2,Technical Service,leader.techl2,+905559705217
GEN-199BB17A,2026-01-17 10:34:29,182,agent.043,General Support,Tech L1,Technical Service,leader.techl1,+905551359473
GEN-688383D0,2025-12-21 17:39:50,0,,VIP Line,,,,+905552409265
GEN-8DC3CEA1,2026-01-08 10:01:08,200,agent.019,Tech Support,Tech L1,Technical Service,leader.techl1,+905559791333
